Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1965 [YR1965],1970 [YR1970],1975 [YR1975],1980 [YR1980],1985 [YR1985],1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],last_av
Russian Federation,RUS,"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,..,..,..,..,14.0295663221112,13.1043372234802,12.5211780032265,12.5947160872667,12.6686380856341,12.6294873309109,12.5569218343105,12.3696322256471,12.3696322256471
Russian Federation,RUS,"Urban population, male (% of total)",SP.URB.TOTL.MA.ZS,..,..,..,..,32.0414910203846,33.2604075944957,34.2310781713005,34.2182473990929,34.0335504619662,33.7490360098101,33.6455040454539,33.7182789342566,33.7182789342566
Russian Federation,RUS,"Urban population, female (% of total)",SP.URB.TOTL.FE.ZS,..,..,..,..,37.7100537044523,38.662950705452,39.1625998150511,39.1535780137549,39.3161810798288,39.7143115199433,40.0416382347617,40.289799997185,40.289799997185
Russian Federation,RUS,"Saved any money in the past year, female  (% age 15+)",fin18.t.d.2,..,..,..,..,..,..,..,..,..,..,..,..,34.5975646972656
Russian Federation,RUS,"Saved any money in the past year, male  (% age 15+)",fin18.t.d.1,..,..,..,..,..,..,..,..,..,..,..,..,38.1502494812012
Russian Federation,RUS,"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,..,..,..,..,..,..,..,..,68.3,64.8,61.7,58.9,58.3
Russian Federation,RUS,"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,..,..,..,..,..,..,..,..,21.2,21.9,22.5,23.3,23.4
Russian Federation,RUS,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,..,..,..,..,..,..,..,..,..,..,26.1,..,18.7
Russian Federation,RUS,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,..,..,..,..,..,..,..,..,..,..,7.3,..,5.8
Ukraine,UKR,"Access to anti-retroviral drugs, female (%)",SH.HIV.ARTC.FE.ZS,..,..,..,..,..,..,..,..,0,1,10,28,58
Ukraine,UKR,"Access to anti-retroviral drugs, male (%)",SH.HIV.ARTC.MA.ZS,..,..,..,..,..,..,..,..,0,1,8,25,51
Ukraine,UKR,"Age at first marriage, female",SP.DYN.SMAM.FE,..,..,..,..,..,..,..,..,..,23.9,..,..,23
Ukraine,UKR,"Age at first marriage, male",SP.DYN.SMAM.MA,..,..,..,..,..,..,..,..,..,..,..,..,25.9
Ukraine,UKR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.008,16.059,15.135,15.328,15.147,14.587,12.6,9.6,7.8,9,10.8,10.7,8.7
Ukraine,UKR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.675,8.097,8.832,9.988,11.432,11.77,12.1,15.4,15.4,16.6,15.2,14.9,14.8
Ukraine,UKR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.24,1.99,2.09,2.02,1.95,2.06,1.844,1.397,1.11,1.213,1.443,1.506,1.301
Ukraine,UKR,Length of paid parental leave for father (days),SH.PAR.LEVE.MA,..,..,..,..,..,..,..,..,..,..,..,..,0
Ukraine,UKR,Length of paid parental leave for mother (days),SH.PAR.LEVE.FE,..,..,..,..,..,..,..,..,..,..,..,..,0
Ukraine,UKR,Length of paid paternity leave (days),SH.PTR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,0
Ukraine,UKR,Length of paid maternity leave (days),SH.MMR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,126
Ukraine,UKR,"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,..,..,..,..,21.1145572786393,19.3899183417085,18.1304322576899,17.9224994134668,17.6998185783884,17.2055329260014,16.6731813246471,16.1806208842897,16.1806208842897
Ukraine,UKR,"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,..,..,..,..,17.1925962981491,15.9292556532663,15.1125650903037,15.1266911707203,15.1558391259148,15.0033944331297,14.6406080347448,14.124445639027,14.124445639027
Ukraine,UKR,"Urban population, male (% of total)",SP.URB.TOTL.MA.ZS,..,..,..,..,28.5142571285643,30.0427920854271,31.2278596178788,31.3501994212872,31.263632101433,31.2733367277665,31.4961997828447,31.9222326748197,31.9222326748197
Ukraine,UKR,"Urban population, female (% of total)",SP.URB.TOTL.FE.ZS,..,..,..,..,33.1785892946473,34.638033919598,35.5291430341277,35.6006099945257,35.8807101942638,36.5177359131025,37.1900108577633,37.7727008018636,37.7727008018636
Ukraine,UKR,"Saved any money in the past year, female  (% age 15+)",fin18.t.d.2,..,..,..,..,..,..,..,..,..,..,..,..,34.2930297851563
Ukraine,UKR,"Saved any money in the past year, male  (% age 15+)",fin18.t.d.1,..,..,..,..,..,..,..,..,..,..,..,..,46.8005676269531
Ukraine,UKR,"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,..,..,..,..,..,..,..,..,60.6,56,52.1,48.2,47.4
Ukraine,UKR,"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,..,..,..,..,..,..,..,..,15.4,14.8,14.2,13.7,13.5
Ukraine,UKR,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,..,..,..,..,..,..,..,..,..,..,23.8,..,14.1
Ukraine,UKR,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,..,..,..,..,..,..,..,..,..,..,6.4,..,4
High income,HIC,"Access to anti-retroviral drugs, female (%)",SH.HIV.ARTC.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Access to anti-retroviral drugs, male (%)",SH.HIV.ARTC.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Age at first marriage, female",SP.DYN.SMAM.FE,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Age at first marriage, male",SP.DYN.SMAM.MA,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.5696140789777,19.9624919835423,18.5433105052708,16.2231457688172,15.614365263708,14.5808110692642,14.2645742148913,12.7855209362866,12.3068356346211,11.6717145692446,11.5817249810737,10.947019760898,10.300919928459
High income,HIC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.73674956887463,9.53944744146205,9.50439912450247,9.16226718254798,9.03236442462961,8.88851424639844,8.75831524673055,8.77799325032748,8.50621304975667,8.42281896470086,8.34805010107602,8.76566163650716,8.94750802436321
High income,HIC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.02127997165847,2.8272139374443,2.54535003698427,2.11456425145838,1.98174477394248,1.85622080523958,1.85191784807801,1.70783614791855,1.70096075181523,1.66850425019507,1.70301752588347,1.66419434124254,1.60031137074684
High income,HIC,Length of paid parental leave for father (days),SH.PAR.LEVE.MA,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,Length of paid parental leave for mother (days),SH.PAR.LEVE.FE,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,Length of paid paternity leave (days),SH.PTR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,Length of paid maternity leave (days),SH.MMR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,..,..,..,..,14.5720641141001,13.867775889407,13.1417455323189,12.4817693784682,11.9442404286334,11.0191789468249,10.2473977790128,9.61028107341082,9.61028107341082
High income,HIC,"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,..,..,..,..,14.5119780264424,13.835756619779,13.1298621911973,12.5262815358751,11.9988914252396,11.1521967452726,10.4478886201867,9.8715698639327,9.8715698639327
High income,HIC,"Urban population, male (% of total)",SP.URB.TOTL.MA.ZS,..,..,..,..,34.4439952001363,35.1711816027433,35.9617227185789,36.6476001510875,37.1777819775346,38.1305016953204,39.0217433337312,39.7686403894329,39.7686403894329
High income,HIC,"Urban population, female (% of total)",SP.URB.TOTL.FE.ZS,..,..,..,..,36.4719626593212,37.1252858880707,37.766669557905,38.3443489345692,38.8790861685924,39.6981226125821,40.2829702670693,40.7495086732235,40.7495086732235
High income,HIC,"Saved any money in the past year, female  (% age 15+)",fin18.t.d.2,..,..,..,..,..,..,..,..,..,..,..,..,69.2261810302734
High income,HIC,"Saved any money in the past year, male  (% age 15+)",fin18.t.d.1,..,..,..,..,..,..,..,..,..,..,..,..,73.6527099609375
High income,HIC,"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,..,..,..,..,..,..,..,..,41.1301803829585,36.7657962131004,33.0114509760976,29.8744849310663,29.2978094772458
High income,HIC,"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,..,..,..,..,..,..,..,..,26.3846081569311,23.8138852962344,21.5173568594248,19.5609856771255,19.2163602748153
High income,HIC,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,..,..,..,..,..,..,..,..,..,..,15.5982109677634,..,15.6891355325743
High income,HIC,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,..,..,..,..,..,..,..,..,..,..,4.12528185589424,..,4.05174593645916
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Data from database: Gender Statistics,,,,,,,,,,,,,,,,
Last Updated: 10/08/2020,,,,,,,,,,,,,,,,
